Id,SegNo,Xstart,Ystart,Xend,Yend
4,12,13.5484,52.5492,13.5447,52.5475
4,13,13.5447,52.5475,13.5401,52.5467
4,14,13.5401,52.5467,13.5354,52.547
4,15,13.5354,52.547,13.5312,52.5483
4,16,13.5312,52.5483,13.5281,52.5505
4,17,13.5281,52.5505,13.5265,52.5532
5,1,13.677,52.4293,13.677,52.4306
5,2,13.677,52.4306,13.6774,52.4319
5,3,13.6774,52.4319,13.6782,52.4332
5,4,13.6782,52.4332,13.6794,52.4343
5,5,13.6794,52.4343,13.6809,52.4353
5,6,13.6809,52.4353,13.6826,52.4361
5,7,13.6826,52.4361,13.6845,52.4367
5,8,13.6845,52.4367,13.6866,52.4371
5,9,13.6866,52.4371,13.6888,52.4373
5,10,13.6888,52.4373,13.691,52.4372
5,11,13.691,52.4372,13.6931,52.4369
5,12,13.6931,52.4369,13.6951,52.4363
5,13,13.6951,52.4363,13.6969,52.4356
5,14,13.6969,52.4356,13.6985,52.4346
5,15,13.6985,52.4346,13.6997,52.4335
5,16,13.6997,52.4335,13.7006,52.4323
5,17,13.7006,52.4323,13.7012,52.431
5,18,13.7012,52.431,13.7013,52.4297
5,19,13.7013,52.4297,13.7011,52.4284
5,20,13.7011,52.4284,13.7005,52.4271
5,21,13.7005,52.4271,13.6995,52.4259
5,22,13.6995,52.4259,13.6982,52.4249
5,23,13.6982,52.4249,13.6966,52.424
5,24,13.6966,52.424,13.6948,52.4232
5,25,13.6948,52.4232,13.6927,52.4227
5,26,13.6927,52.4227,13.6906,52.4224
5,27,13.6906,52.4224,13.6884,52.4224
5,28,13.6884,52.4224,13.6863,52.4226
5,29,13.6863,52.4226,13.6842,52.423
5,30,13.6842,52.423,13.6823,52.4237
5,31,13.6823,52.4237,13.6806,52.4245
5,32,13.6806,52.4245,13.6792,52.4255
5,33,13.6792,52.4255,13.6781,52.4267
5,34,13.6781,52.4267,13.6773,52.4279
5,35,13.6773,52.4279,13.677,52.4293
6,1,13.4399,52.4618,13.4399,52.4619
6,2,13.4399,52.4619,13.4399,52.462
6,3,13.4399,52.462,13.4399,52.4621
6,4,13.4399,52.4621,13.44,52.4622
6,5,13.44,52.4622,13.4401,52.4622
6,6,13.4401,52.4622,13.4401,52.4623
6,7,13.4401,52.4623,13.4402,52.4623
6,8,13.4402,52.4623,13.4403,52.4623
6,9,13.4403,52.4623,13.4404,52.4623
6,10,13.4404,52.4623,13.4404,52.4624
6,11,13.4404,52.4624,13.4405,52.4624
6,12,13.4405,52.4624,13.4406,52.4624
6,13,13.4406,52.4624,13.4407,52.4624
6,14,13.4407,52.4624,13.4407,52.4623
6,15,13.4407,52.4623,13.4408,52.4623
6,16,13.4408,52.4623,13.4409,52.4623
6,17,13.4409,52.4623,13.441,52.4623
6,18,13.441,52.4623,13.441,52.4622
6,19,13.441,52.4622,13.4411,52.4622
6,20,13.4411,52.4622,13.4412,52.4621
6,21,13.4412,52.4621,13.4412,52.462
6,22,13.4412,52.462,13.4412,52.4619
6,23,13.4412,52.4619,13.4412,52.4618
6,24,13.4412,52.4618,13.4411,52.4617
6,25,13.4411,52.4617,13.441,52.4617
6,26,13.441,52.4617,13.441,52.4616
6,27,13.441,52.4616,13.4409,52.4616
6,28,13.4409,52.4616,13.4408,52.4616
6,29,13.4408,52.4616,13.4407,52.4616
6,30,13.4407,52.4616,13.4406,52.4616
6,31,13.4406,52.4616,13.4405,52.4616
6,32,13.4405,52.4616,13.4404,52.4616
6,33,13.4404,52.4616,13.4403,52.4616
6,34,13.4403,52.4616,13.4402,52.4616
6,35,13.4402,52.4616,13.4401,52.4617
6,36,13.4401,52.4617,13.44,52.4617
6,37,13.44,52.4617,13.44,52.4618
6,38,13.44,52.4618,13.4399,52.4618
7,1,13.5363,52.4932,13.5368,52.4944
7,2,13.5368,52.4944,13.5382,52.4952
7,3,13.5382,52.4952,13.54,52.4954
7,4,13.54,52.4954,13.5419,52.4951
7,5,13.5419,52.4951,13.5432,52.4943
7,6,13.5432,52.4943,13.5436,52.4932
7,7,13.5436,52.4932,13.5431,52.4921
7,8,13.5431,52.4921,13.5418,52.4913
7,9,13.5418,52.4913,13.5399,52.491
7,10,13.5399,52.491,13.5381,52.4913
7,11,13.5381,52.4913,13.5368,52.4921
7,12,13.5368,52.4921,13.5363,52.4932
8,1,13.5243,52.5259,13.5245,52.5273
8,2,13.5245,52.5273,13.5251,52.5286
8,3,13.5251,52.5286,13.5261,52.5299
8,4,13.5261,52.5299,13.5273,52.5311
8,5,13.5273,52.5311,13.5289,52.5321
8,6,13.5289,52.5321,13.5308,52.5329
8,7,13.5308,52.5329,13.5328,52.5336
8,8,13.5328,52.5336,13.535,52.534
8,9,13.535,52.534,13.5372,52.5342
8,10,13.5372,52.5342,13.5395,52.5342
8,11,13.5395,52.5342,13.5418,52.534
8,12,13.5418,52.534,13.5439,52.5335
8,13,13.5439,52.5335,13.5459,52.5328
8,14,13.5459,52.5328,13.5477,52.5319
8,15,13.5477,52.5319,13.5492,52.5309
8,16,13.5492,52.5309,13.5504,52.5297
8,17,13.5504,52.5297,13.5513,52.5284
8,18,13.5513,52.5284,13.5518,52.527
8,19,13.5518,52.527,13.552,52.5256
8,20,13.552,52.5256,13.5518,52.5243
8,21,13.5518,52.5243,13.5512,52.523
8,22,13.5512,52.523,13.5502,52.5217
8,23,13.5502,52.5217,13.549,52.5205
8,24,13.549,52.5205,13.5474,52.5195
8,25,13.5474,52.5195,13.5456,52.5187
8,26,13.5456,52.5187,13.5435,52.518
8,27,13.5435,52.518,13.5414,52.5176
8,28,13.5414,52.5176,13.5391,52.5173
8,29,13.5391,52.5173,13.5368,52.5174
8,30,13.5368,52.5174,13.5345,52.5176
8,31,13.5345,52.5176,13.5324,52.5181
8,32,13.5324,52.5181,13.5304,52.5188
8,33,13.5304,52.5188,13.5286,52.5196
8,34,13.5286,52.5196,13.5271,52.5207
8,35,13.5271,52.5207,13.5259,52.5218
8,36,13.5259,52.5218,13.525,52.5231
8,37,13.525,52.5231,13.5244,52.5245
8,38,13.5244,52.5245,13.5243,52.5259
9,1,13.3529,52.4968,13.3529,52.497
9,2,13.3529,52.497,13.3529,52.4972
9,3,13.3529,52.4972,13.353,52.4973
9,4,13.353,52.4973,13.3531,52.4975
9,5,13.3531,52.4975,13.3533,52.4976
9,6,13.3533,52.4976,13.3536,52.4977
9,7,13.3536,52.4977,13.3538,52.4977
9,8,13.3538,52.4977,13.3541,52.4977
9,9,13.3541,52.4977,13.3544,52.4977
9,10,13.3544,52.4977,13.3546,52.4977
9,11,13.3546,52.4977,13.3549,52.4976
9,12,13.3549,52.4976,13.3551,52.4975
9,13,13.3551,52.4975,13.3552,52.4973
9,14,13.3552,52.4973,13.3553,52.4971
9,15,13.3553,52.4971,13.3553,52.497
9,16,13.3553,52.497,13.3553,52.4968
9,17,13.3553,52.4968,13.3552,52.4967
9,18,13.3552,52.4967,13.355,52.4965
9,19,13.355,52.4965,13.3548,52.4964
9,20,13.3548,52.4964,13.3546,52.4963
9,21,13.3546,52.4963,13.3543,52.4963
9,22,13.3543,52.4963,13.3541,52.4962
9,23,13.3541,52.4962,13.3538,52.4963
9,24,13.3538,52.4963,13.3535,52.4963
9,25,13.3535,52.4963,13.3533,52.4964
9,26,13.3533,52.4964,13.3531,52.4965
9,27,13.3531,52.4965,13.353,52.4967
9,28,13.353,52.4967,13.3529,52.4968
10,1,13.4972,52.4085,13.4973,52.4086
10,2,13.4973,52.4086,13.4973,52.4088
10,3,13.4973,52.4088,13.4974,52.409
10,4,13.4974,52.409,13.4974,52.4092
10,5,13.4974,52.4092,13.4975,52.4094
10,6,13.4975,52.4094,13.4976,52.4095
10,7,13.4976,52.4095,13.4978,52.4097
10,8,13.4978,52.4097,13.4979,52.4099
10,9,13.4979,52.4099,13.4981,52.41
10,10,13.4981,52.41,13.4983,52.4102
10,11,13.4983,52.4102,13.4985,52.4103
10,12,13.4985,52.4103,13.4987,52.4104
10,13,13.4987,52.4104,13.4989,52.4106
10,14,13.4989,52.4106,13.4992,52.4107
10,15,13.4992,52.4107,13.4994,52.4108
10,16,13.4994,52.4108,13.4997,52.4109
10,17,13.4997,52.4109,13.4999,52.411
10,18,13.4999,52.411,13.5002,52.411
10,19,13.5002,52.411,13.5005,52.4111
10,20,13.5005,52.4111,13.5008,52.4111
10,21,13.5008,52.4111,13.5011,52.4112
10,22,13.5011,52.4112,13.5014,52.4112
10,23,13.5014,52.4112,13.5017,52.4112
10,24,13.5017,52.4112,13.502,52.4112
10,25,13.502,52.4112,13.5023,52.4112
10,26,13.5023,52.4112,13.5026,52.4111
10,27,13.5026,52.4111,13.5029,52.4111
10,28,13.5029,52.4111,13.5032,52.4111
10,29,13.5032,52.4111,13.5035,52.411
10,30,13.5035,52.411,13.5038,52.4109
10,31,13.5038,52.4109,13.504,52.4108
10,32,13.504,52.4108,13.5043,52.4107
10,33,13.5043,52.4107,13.5045,52.4106
10,34,13.5045,52.4106,13.5048,52.4105
10,35,13.5048,52.4105,13.505,52.4104
10,36,13.505,52.4104,13.5052,52.4102
10,37,13.5052,52.4102,13.5054,52.4101
10,38,13.5054,52.4101,13.5056,52.41
10,39,13.5056,52.41,13.5057,52.4098
10,40,13.5057,52.4098,13.5059,52.4096
10,41,13.5059,52.4096,13.506,52.4095
10,42,13.506,52.4095,13.5061,52.4093
10,43,13.5061,52.4093,13.5062,52.4091
10,44,13.5062,52.4091,13.5062,52.4089
10,45,13.5062,52.4089,13.5063,52.4087
10,46,13.5063,52.4087,13.5063,52.4086
10,47,13.5063,52.4086,13.5063,52.4084
10,48,13.5063,52.4084,13.5063,52.4082
10,49,13.5063,52.4082,13.5063,52.408
10,50,13.5063,52.408,13.5062,52.4079
10,51,13.5062,52.4079,13.5061,52.4077
10,52,13.5061,52.4077,13.506,52.4075
10,53,13.506,52.4075,13.5059,52.4073
10,54,13.5059,52.4073,13.5058,52.4072
10,55,13.5058,52.4072,13.5056,52.407
10,56,13.5056,52.407,13.5055,52.4068
10,57,13.5055,52.4068,13.5053,52.4067
10,58,13.5053,52.4067,13.5051,52.4066
10,59,13.5051,52.4066,13.5049,52.4064
10,60,13.5049,52.4064,13.5047,52.4063
10,61,13.5047,52.4063,13.5044,52.4062
10,62,13.5044,52.4062,13.5042,52.4061
10,63,13.5042,52.4061,13.5039,52.406
10,64,13.5039,52.406,13.5036,52.4059
10,65,13.5036,52.4059,13.5033,52.4058
10,66,13.5033,52.4058,13.5031,52.4058
10,67,13.5031,52.4058,13.5028,52.4057
10,68,13.5028,52.4057,13.5025,52.4057
10,69,13.5025,52.4057,13.5022,52.4057
10,70,13.5022,52.4057,13.5019,52.4057
10,71,13.5019,52.4057,13.5016,52.4057
10,72,13.5016,52.4057,13.5013,52.4057
10,73,13.5013,52.4057,13.501,52.4057
10,74,13.501,52.4057,13.5007,52.4057
10,75,13.5007,52.4057,13.5004,52.4058
10,76,13.5004,52.4058,13.5001,52.4059
10,77,13.5001,52.4059,13.4998,52.4059
10,78,13.4998,52.4059,13.4995,52.406
10,79,13.4995,52.406,13.4993,52.4061
10,80,13.4993,52.4061,13.499,52.4062
10,81,13.499,52.4062,13.4988,52.4063
10,82,13.4988,52.4063,13.4986,52.4065
10,83,13.4986,52.4065,13.4984,52.4066
10,84,13.4984,52.4066,13.4982,52.4067
10,85,13.4982,52.4067,13.498,52.4069
10,86,13.498,52.4069,13.4978,52.407
10,87,13.4978,52.407,13.4977,52.4072
10,88,13.4977,52.4072,13.4976,52.4074
10,89,13.4976,52.4074,13.4975,52.4076
10,90,13.4975,52.4076,13.4974,52.4077
10,91,13.4974,52.4077,13.4973,52.4079
10,92,13.4973,52.4079,13.4973,52.4081
10,93,13.4973,52.4081,13.4973,52.4083
10,94,13.4973,52.4083,13.4972,52.4085
11,1,13.3903,52.4126,13.3904,52.413
11,2,13.3904,52.413,13.3908,52.4134
11,3,13.3908,52.4134,13.3914,52.4137
11,4,13.3914,52.4137,13.3921,52.4138
11,5,13.3921,52.4138,13.3928,52.4138
11,6,13.3928,52.4138,13.3935,52.4136
11,7,13.3935,52.4136,13.394,52.4133
11,8,13.394,52.4133,13.3944,52.413
11,9,13.3944,52.413,13.3945,52.4125
11,10,13.3945,52.4125,13.3943,52.4121
11,11,13.3943,52.4121,13.394,52.4117
11,12,13.394,52.4117,13.3934,52.4114
11,13,13.3934,52.4114,13.3927,52.4113
11,14,13.3927,52.4113,13.392,52.4113
11,15,13.392,52.4113,13.3913,52.4114
11,16,13.3913,52.4114,13.3908,52.4117
11,17,13.3908,52.4117,13.3904,52.4121
11,18,13.3904,52.4121,13.3903,52.4126
12,1,13.2929,52.5188,13.2929,52.5191
12,2,13.2929,52.5191,13.2929,52.5194
12,3,13.2929,52.5194,13.2929,52.5196
12,4,13.2929,52.5196,13.2931,52.5199
12,5,13.2931,52.5199,13.2933,52.5202
12,6,13.2933,52.5202,13.2935,52.5204
12,7,13.2935,52.5204,13.2938,52.5206
12,8,13.2938,52.5206,13.2942,52.5208
12,9,13.2942,52.5208,13.2946,52.5209
12,10,13.2946,52.5209,13.295,52.521
12,11,13.295,52.521,13.2955,52.5211
12,12,13.2955,52.5211,13.2959,52.5211
12,13,13.2959,52.5211,13.2964,52.5211
12,14,13.2964,52.5211,13.2968,52.5211
12,15,13.2968,52.5211,13.2973,52.521
12,16,13.2973,52.521,13.2977,52.5208
12,17,13.2977,52.5208,13.298,52.5207
12,18,13.298,52.5207,13.2984,52.5205
12,19,13.2984,52.5205,13.2986,52.5202
12,20,13.2986,52.5202,13.2988,52.52
12,21,13.2988,52.52,13.299,52.5197
12,22,13.299,52.5197,13.2991,52.5195
12,23,13.2991,52.5195,13.2991,52.5192
12,24,13.2991,52.5192,13.2991,52.5189
12,25,13.2991,52.5189,13.299,52.5186
12,26,13.299,52.5186,13.2988,52.5184
12,27,13.2988,52.5184,13.2986,52.5181
12,28,13.2986,52.5181,13.2983,52.5179
12,29,13.2983,52.5179,13.298,52.5177
12,30,13.298,52.5177,13.2976,52.5176
12,31,13.2976,52.5176,13.2972,52.5174
12,32,13.2972,52.5174,13.2967,52.5174
12,33,13.2967,52.5174,13.2963,52.5173
12,34,13.2963,52.5173,13.2958,52.5173
12,35,13.2958,52.5173,13.2954,52.5173
12,36,13.2954,52.5173,13.2949,52.5174
12,37,13.2949,52.5174,13.2945,52.5175
12,38,13.2945,52.5175,13.2941,52.5177
12,39,13.2941,52.5177,13.2938,52.5178
12,40,13.2938,52.5178,13.2935,52.5181
12,41,13.2935,52.5181,13.2932,52.5183
12,42,13.2932,52.5183,13.293,52.5185
12,43,13.293,52.5185,13.2929,52.5188
13,1,13.3895,52.5284,13.3895,52.5288
13,2,13.3895,52.5288,13.3896,52.5293
13,3,13.3896,52.5293,13.3897,52.5297
13,4,13.3897,52.5297,13.3899,52.5301
13,5,13.3899,52.5301,13.3902,52.5305
13,6,13.3902,52.5305,13.3905,52.5308
13,7,13.3905,52.5308,13.3908,52.5312
13,8,13.3908,52.5312,13.3913,52.5315
13,9,13.3913,52.5315,13.3917,52.5319
13,10,13.3917,52.5319,13.3922,52.5321
13,11,13.3922,52.5321,13.3927,52.5324
13,12,13.3927,52.5324,13.3933,52.5326
13,13,13.3933,52.5326,13.3939,52.5328
13,14,13.3939,52.5328,13.3946,52.533
13,15,13.3946,52.533,13.3952,52.5331
13,16,13.3952,52.5331,13.3959,52.5332
13,17,13.3959,52.5332,13.3966,52.5333
13,18,13.3966,52.5333,13.3973,52.5333
13,19,13.3973,52.5333,13.3979,52.5333
13,20,13.3979,52.5333,13.3986,52.5332
13,21,13.3986,52.5332,13.3993,52.5331
13,22,13.3993,52.5331,13.3999,52.533
13,23,13.3999,52.533,13.4006,52.5329
13,24,13.4006,52.5329,13.4012,52.5327
13,25,13.4012,52.5327,13.4018,52.5324
13,26,13.4018,52.5324,13.4023,52.5322
13,27,13.4023,52.5322,13.4028,52.5319
13,28,13.4028,52.5319,13.4033,52.5316
13,29,13.4033,52.5316,13.4037,52.5313
13,30,13.4037,52.5313,13.404,52.5309
13,31,13.404,52.5309,13.4044,52.5305
13,32,13.4044,52.5305,13.4046,52.5301
13,33,13.4046,52.5301,13.4048,52.5297
13,34,13.4048,52.5297,13.4049,52.5293
13,35,13.4049,52.5293,13.405,52.5289
13,36,13.405,52.5289,13.405,52.5285
13,37,13.405,52.5285,13.405,52.5281
13,38,13.405,52.5281,13.4049,52.5277
13,39,13.4049,52.5277,13.4047,52.5273
13,40,13.4047,52.5273,13.4045,52.5269
13,41,13.4045,52.5269,13.4042,52.5265
13,42,13.4042,52.5265,13.4039,52.5261
13,43,13.4039,52.5261,13.4035,52.5258
13,44,13.4035,52.5258,13.4031,52.5255
13,45,13.4031,52.5255,13.4026,52.5251
13,46,13.4026,52.5251,13.4021,52.5249
13,47,13.4021,52.5249,13.4016,52.5246
13,48,13.4016,52.5246,13.401,52.5244
13,49,13.401,52.5244,13.4004,52.5242
13,50,13.4004,52.5242,13.3997,52.5241
13,51,13.3997,52.5241,13.399,52.524
13,52,13.399,52.524,13.3984,52.5239
13,53,13.3984,52.5239,13.3977,52.5238
13,54,13.3977,52.5238,13.397,52.5238
13,55,13.397,52.5238,13.3963,52.5239
13,56,13.3963,52.5239,13.3956,52.5239
13,57,13.3956,52.5239,13.395,52.524
13,58,13.395,52.524,13.3943,52.5242
13,59,13.3943,52.5242,13.3937,52.5244
13,60,13.3937,52.5244,13.3931,52.5246
13,61,13.3931,52.5246,13.3926,52.5248
13,62,13.3926,52.5248,13.392,52.5251
13,63,13.392,52.5251,13.3915,52.5254
13,64,13.3915,52.5254,13.3911,52.5257
13,65,13.3911,52.5257,13.3907,52.526
13,66,13.3907,52.526,13.3904,52.5264
13,67,13.3904,52.5264,13.3901,52.5268
13,68,13.3901,52.5268,13.3899,52.5272
13,69,13.3899,52.5272,13.3897,52.5276
13,70,13.3897,52.5276,13.3896,52.528
13,71,13.3896,52.528,13.3895,52.5284
14,1,13.2996,52.6265,13.2997,52.6287
14,2,13.2997,52.6287,13.3008,52.6308
14,3,13.3008,52.6308,13.3029,52.6326
14,4,13.3029,52.6326,13.3057,52.6339
14,5,13.3057,52.6339,13.3091,52.6347
14,6,13.3091,52.6347,13.3127,52.6348
14,7,13.3127,52.6348,13.3161,52.6343
14,8,13.3161,52.6343,13.3192,52.6332
14,9,13.3192,52.6332,13.3216,52.6315
14,10,13.3216,52.6315,13.3231,52.6296
14,11,13.3231,52.6296,13.3235,52.6274
14,12,13.3235,52.6274,13.323,52.6253
14,13,13.323,52.6253,13.3214,52.6233
14,14,13.3214,52.6233,13.3189,52.6217
14,15,13.3189,52.6217,13.3158,52.6206
14,16,13.3158,52.6206,13.3123,52.6202
14,17,13.3123,52.6202,13.3087,52.6204
14,18,13.3087,52.6204,13.3054,52.6212
14,19,13.3054,52.6212,13.3026,52.6226
14,20,13.3026,52.6226,13.3006,52.6244
14,21,13.3006,52.6244,13.2996,52.6265
15,1,13.551,52.5146,13.5512,52.516
15,2,13.5512,52.516,13.552,52.5174
15,3,13.552,52.5174,13.5531,52.5186
15,4,13.5531,52.5186,13.5546,52.5197
15,5,13.5546,52.5197,13.5564,52.5206
15,6,13.5564,52.5206,13.5585,52.5212
15,7,13.5585,52.5212,13.5607,52.5216
15,8,13.5607,52.5216,13.563,52.5217
15,9,13.563,52.5217,13.5653,52.5216
15,10,13.5653,52.5216,13.5675,52.5211
15,11,13.5675,52.5211,13.5696,52.5205
15,12,13.5696,52.5205,13.5713,52.5195
15,13,13.5713,52.5195,13.5728,52.5184
15,14,13.5728,52.5184,13.5738,52.5172
15,15,13.5738,52.5172,13.5744,52.5158
15,16,13.5744,52.5158,13.5746,52.5144
15,17,13.5746,52.5144,13.5744,52.513
15,18,13.5744,52.513,13.5737,52.5117
15,19,13.5737,52.5117,13.5726,52.5104
15,20,13.5726,52.5104,13.5711,52.5094
15,21,13.5711,52.5094,13.5692,52.5085
15,22,13.5692,52.5085,13.5672,52.5078
15,23,13.5672,52.5078,13.565,52.5074
15,24,13.565,52.5074,13.5626,52.5073
15,25,13.5626,52.5073,13.5603,52.5074
15,26,13.5603,52.5074,13.5581,52.5079
15,27,13.5581,52.5079,13.5561,52.5086
15,28,13.5561,52.5086,13.5543,52.5095
15,29,13.5543,52.5095,13.5529,52.5106
15,30,13.5529,52.5106,13.5518,52.5118
15,31,13.5518,52.5118,13.5512,52.5132
15,32,13.5512,52.5132,13.551,52.5146
16,1,13.437,52.4524,13.4371,52.4529
16,2,13.4371,52.4529,13.4373,52.4534
16,3,13.4373,52.4534,13.4375,52.4539
16,4,13.4375,52.4539,13.4378,52.4544
16,5,13.4378,52.4544,13.4383,52.4549
16,6,13.4383,52.4549,13.4388,52.4553
16,7,13.4388,52.4553,13.4393,52.4557
16,8,13.4393,52.4557,13.44,52.4561
16,9,13.44,52.4561,13.4407,52.4564
16,10,13.4407,52.4564,13.4414,52.4566
16,11,13.4414,52.4566,13.4422,52.4569
16,12,13.4422,52.4569,13.443,52.457
16,13,13.443,52.457,13.4439,52.4571
16,14,13.4439,52.4571,13.4447,52.4572
16,15,13.4447,52.4572,13.4456,52.4572
16,16,13.4456,52.4572,13.4465,52.4571
16,17,13.4465,52.4571,13.4473,52.457
